('Total Revenue', '281,724,000', '281,724,000', '245,122,000', '211,915,000', '198,270,000')
         788900 function calls (765638 primitive calls) in 1.997 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       50    0.000    0.000    0.000    0.000 enum.py:381(__setitem__)
      896    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       75    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
     1181    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connection.py:418(request)
        1    0.000    0.000    0.000    0.000 ssl.py:529(load_default_certs)
  185/152    0.000    0.000    0.000    0.000 _compiler.py:432(_get_literal_prefix)
      921    0.000    0.000    0.000    0.000 socket.py:732(readable)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
       33    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
       51    0.000    0.000    0.000    0.000 functools.py:36(update_wrapper)
      138    0.000    0.000    0.000    0.000 _parser.py:81(opengroup)
        8    0.000    0.000    0.000    0.000 typing.py:1480(__getitem__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
      163    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      178    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
      299    0.000    0.000    0.000    0.000 enum.py:77(_is_private)
        8    0.000    0.000    0.000    0.000 typing.py:1494(__getitem_inner__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1695(path_hook_for_FileFinder)
       12    0.000    0.000    0.000    0.000 enum.py:1372(_missing_)
      212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        1    0.000    0.000    0.000    0.000 connection.py:369(close)
       33    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.000    0.000 message.py:482(items)
      175    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1122(find_spec)
        1    0.000    0.000    0.000    0.000 client.py:996(close)
       33    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
      516    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      527    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1220(__exit__)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
      691    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 element.py:309(ContentMetaAttributeValue)
      178    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        3    0.000    0.000    0.000    0.000 filter.py:379(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
      277    0.000    0.000    0.000    0.000 enum.py:36(_is_descriptor)
      407    0.000    0.000    0.000    0.000 {built-in method from_bytes}
     1842    0.000    0.000    0.000    0.000 ssl.py:1109(_checkClosed)
      527    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1216(__enter__)
       84    0.000    0.000    0.000    0.000 typing_extensions.py:3143(_has_generic_or_protocol_as_origin)
      607    0.000    0.000    0.000    0.000 _parser.py:78(groups)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1886(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:1339(_real_close)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
       54    0.000    0.000    0.000    0.000 typing.py:252(_collect_parameters)
     1658    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
        1    0.000    0.000    0.000    0.000 typing.py:2748(NamedTuple)
       30    0.000    0.000    0.000    0.000 ipaddress.py:1282(__init__)
      178    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:976(find_spec)
        1    0.000    0.000    0.000    0.000 dammit.py:485(EncodingDetector)
        1    0.000    0.000    0.000    0.000 __init__.py:691(DetectsXMLParsedAsHTML)
      920    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       74    0.000    0.000    0.000    0.000 _parser.py:266(getuntil)
        1    0.000    0.000    0.000    0.000 client.py:418(_close_conn)
       25    0.000    0.000    0.000    0.000 functools.py:520(decorating_function)
      203    0.000    0.000    0.000    0.000 filter.py:628(_match_attribute_value_helper)
      163    0.000    0.000    0.000    0.000 _parser.py:223(__init__)
      299    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
      212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
       14    0.000    0.000    0.000    0.000 _deprecation.py:67(deprecate)
      247    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        8    0.000    0.000    0.000    0.000 typing.py:1476(copy_with)
        6    0.000    0.000    0.000    0.000 typing.py:1010(_generic_class_getitem)
        3    0.000    0.000    0.000    0.000 message.py:619(get_content_maintype)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1578(Tag)
      327    0.000    0.000    0.000    0.000 enum.py:46(_is_dunder)
      252    0.000    0.000    0.000    0.000 {built-in method builtins.any}
      288    0.000    0.000    0.000    0.000 typing.py:1526(__eq__)
     2087    0.000    0.000    0.000    0.000 element.py:2228(__bool__)
        2    0.000    0.000    0.000    0.000 url.py:367(parse_url)
       16    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       77    0.000    0.000    0.000    0.000 typing.py:1139(__getattr__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1183(_ip_int_from_string)
      519    0.000    0.000    0.000    0.000 typing.py:905(__eq__)
       46    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       27    0.000    0.000    0.000    0.000 _collections.py:300(add)
        7    0.000    0.000    0.000    0.000 enum.py:489(__prepare__)
        2    0.000    0.000    0.000    0.000 queue.py:122(put)
      147    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
      287    0.000    0.000    0.000    0.000 element.py:2169(get)
        1    0.000    0.000    0.000    0.000 poolmanager.py:292(connection_from_host)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
      212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
      212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        1    0.000    0.000    0.000    0.000 filter.py:1(<module>)
      994    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
      917    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       19    0.000    0.000    0.000    0.000 typing.py:1059(_generic_init_subclass)
        1    0.000    0.000    0.000    0.000 poolmanager.py:321(connection_from_context)
      917    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
       62    0.000    0.000    0.000    0.000 typing.py:304(_deduplicate)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
      250    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
      248    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
      249    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 response.py:341(__init__)
      396    0.000    0.000    0.000    0.000 typing.py:1213(__eq__)
       33    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1577(__init__)
      326    0.000    0.000    0.000    0.000 _compiler.py:566(isstring)
      420    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
      244    0.000    0.000    0.000    0.000 types.py:193(__init__)
      169    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1617(_ip_int_from_string)
      299    0.000    0.000    0.000    0.000 enum.py:57(_is_sunder)
      129    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:656(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 connection.py:384(putrequest)
        1    0.000    0.000    0.000    0.000 contextlib.py:145(__exit__)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x100c0b240}
        1    0.000    0.000    0.000    0.000 __init__.py:59(Sectioned)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:1800(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:346(connection_from_pool_key)
       24    0.000    0.000    0.000    0.000 util.py:16(lower)
        1    0.000    0.000    0.000    0.000 __init__.py:669(reset)
       34    0.000    0.000    0.000    0.000 utils.py:46(_has_surrogates)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       51    0.000    0.000    0.000    0.000 typing.py:3417(__getattr__)
      255    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        9    0.000    0.000    0.000    0.000 typing.py:1928(__init_subclass__)
      937    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
  132/114    0.000    0.000    0.000    0.000 typing.py:1219(__hash__)
        1    0.000    0.000    0.000    0.000 socket.py:770(close)
        1    0.000    0.000    0.000    0.000 ssl.py:969(SSLSocket)
      505    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      336    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
      210    0.000    0.000    0.000    0.000 filter.py:293(matches_string)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
      200    0.000    0.000    0.000    0.000 filter.py:322(matches_tag)
        4    0.000    0.000    0.000    0.000 functools.py:854(register)
      438    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.000    0.000 client.py:1119(putrequest)
       80    0.000    0.000    0.000    0.000 ipaddress.py:1209(_parse_octet)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
      178    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:3364(signature)
        1    0.000    0.000    0.000    0.000 poolmanager.py:245(_new_pool)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        6    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        1    0.000    0.000    0.000    0.000 inspect.py:3104(from_callable)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
      130    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        6    0.000    0.000    0.000    0.000 __init__.py:2117(getLogger)
    81/55    0.000    0.000    0.000    0.000 typing.py:1531(__hash__)
       68    0.000    0.000    0.000    0.000 typing_extensions.py:3165(_is_unpacked_typevartuple)
        1    0.000    0.000    0.000    0.000 client.py:1303(endheaders)
      410    0.000    0.000    0.000    0.000 filter.py:260(_base_match)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
      157    0.000    0.000    0.000    0.000 enum.py:195(__get__)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
      270    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      163    0.000    0.000    0.000    0.000 _parser.py:947(fix_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:182(sub)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 client.py:1065(_send_output)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
        1    0.000    0.000    0.000    0.000 inspect.py:2498(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
        1    0.000    0.000    0.000    0.000 __init__.py:1102(StreamHandler)
        4    0.000    0.000    0.000    0.000 connection.py:404(putheader)
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1509(__getitem__)
       54    0.000    0.000    0.000    0.000 __init__.py:304(escape)
        6    0.000    0.000    0.000    0.000 __init__.py:1353(getLogger)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2883(deprecated)
       27    0.000    0.000    0.000    0.000 message.py:510(set_raw)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        6    0.000    0.000    0.000    0.000 typing.py:1400(__init__)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
        1    0.000    0.000    0.000    0.000 client.py:1010(send)
      153    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       73    0.000    0.000    0.000    0.000 typing.py:2239(get_origin)
       14    0.000    0.000    0.000    0.000 enum.py:939(_get_mixins_)
       77    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 element.py:347(PageElement)
      425    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:741(Prepared)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
        6    0.000    0.000    0.000    0.000 typing.py:1680(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 element.py:993(find_parent)
        1    0.000    0.000    0.000    0.000 css_parser.py:681(parse_pseudo_nth)
       15    0.000    0.000    0.000    0.000 filter.py:491(_make_match_rules)
      175    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 ssl.py:1234(sendall)
        1    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
       45    0.000    0.000    0.000    0.000 enum.py:1352(_iter_member_by_value_)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:254(__init__)
       20    0.000    0.000    0.000    0.000 enum.py:1362(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 element.py:1023(find_parents)
      183    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 client.py:389(_check_close)
        1    0.000    0.000    0.000    0.000 inspect.py:2403(_signature_from_function)
       14    0.000    0.000    0.000    0.000 _compiler.py:387(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1597(_make_netmask)
      412    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      214    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      391    0.000    0.000    0.000    0.000 typing.py:1207(<genexpr>)
      290    0.000    0.000    0.000    0.000 _compiler.py:424(_get_iscased)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:527(__init__)
      106    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 client.py:1275(putheader)
        3    0.000    0.000    0.000    0.000 typing.py:349(_tp_cache)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      178    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1157(_make_netmask)
        1    0.000    0.000    0.000    0.000 contextlib.py:303(helper)
       47    0.000    0.000    0.000    0.000 _compiler.py:403(_generate_overlap_table)
       74    0.000    0.000    0.000    0.000 _parser.py:296(checkgroupname)
        3    0.000    0.000    0.000    0.000 typing.py:354(decorator)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
      484    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        1    0.000    0.000    0.000    0.000 response.py:710(_init_length)
       28    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      190    0.000    0.000    0.000    0.000 dammit.py:197(<genexpr>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
      212    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       14    0.000    0.000    0.000    0.000 enum.py:980(_find_data_type_)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 response.py:766(_error_catcher)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.000    0.000 threading.py:1433(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        1    0.000    0.000    0.000    0.000 _typing.py:45(_RegularExpressionProtocol)
       47    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        2    0.000    0.000    0.000    0.000 message.py:150(__init__)
      163    0.000    0.000    0.000    0.000 _parser.py:72(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 typing.py:487(__getitem__)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
       29    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       54    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        4    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        4    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        6    0.000    0.000    0.000    0.000 filter.py:225(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
      190    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
      193    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       11    0.000    0.000    0.000    0.000 typing.py:1376(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        4    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:719(Literal)
       63    0.000    0.000    0.000    0.000 enum.py:757(__delattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3901(Format)
        1    0.000    0.000    0.000    0.000 ssl.py:1207(send)
        6    0.000    0.000    0.000    0.000 element.py:525(get_text)
        1    0.000    0.000    0.000    0.000 exceptions.py:16(ParserRejectedMarkup)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:531(__setattr__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x100e113a0}
        9    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:556(options)
       29    0.000    0.000    0.000    0.000 element.py:2182(get_attribute_list)
        2    0.000    0.000    0.000    0.000 typing.py:2115(get_type_hints)
       21    0.000    0.000    0.000    0.000 typing.py:2402(overload)
      158    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        7    0.000    0.000    0.000    0.000 enum.py:1007(_find_new_)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        5    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
      244    0.000    0.000    0.000    0.000 enum.py:234(__set_name__)
        6    0.000    0.000    0.000    0.000 threading.py:293(__enter__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        2    0.000    0.000    0.000    0.000 __init__.py:1489(debug)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
      212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:108(__init__)
      325    0.000    0.000    0.000    0.000 css_parser.py:312(get_name)
        2    0.000    0.000    0.000    0.000 functools.py:802(singledispatch)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1721(_parse_hextet)
      180    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        6    0.000    0.000    0.000    0.000 __init__.py:1401(_fixupParents)
        3    0.000    0.000    0.000    0.000 queue.py:154(get)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:983(create_module)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
      114    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       16    0.000    0.000    0.000    0.000 element.py:1882(_all_strings)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        5    0.000    0.000    0.000    0.000 threading.py:388(notify)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1276(IPv4Address)
       37    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
      270    0.000    0.000    0.000    0.000 enum.py:1157(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
      129    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      119    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 response.py:475(_init_decoder)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:233(_SpecialForm)
        1    0.000    0.000    0.000    0.000 contextlib.py:136(__enter__)
        1    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
      114    0.000    0.000    0.000    0.000 __init__.py:429(<genexpr>)
       18    0.000    0.000    0.000    0.000 functools.py:480(lru_cache)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       84    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       45    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        2    0.000    0.000    0.000    0.000 __init__.py:922(__init__)
       33    0.000    0.000    0.000    0.000 typing_extensions.py:3105(_check_generic)
        1    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 mimetypes.py:396(_default_mime_types)
        7    0.000    0.000    0.000    0.000 __init__.py:1469(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:86(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
      155    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 response.py:494(_decode)
      151    0.000    0.000    0.000    0.000 enum.py:1250(value)
       28    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
       16    0.000    0.000    0.000    0.000 typing.py:1503(<genexpr>)
        1    0.000    0.000    0.000    0.000 filter.py:347(SoupStrainer)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x100c0bf60}
        2    0.000    0.000    0.000    0.000 response.py:429(retries)
       45    0.000    0.000    0.000    0.000 typing.py:914(__hash__)
        1    0.000    0.000    0.000    0.000 threading.py:876(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:1127(__mro_entries__)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
      129    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      129    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1166(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:189(total_ordering)
       10    0.000    0.000    0.000    0.000 typing.py:1518(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        5    0.000    0.000    0.000    0.000 functools.py:843(_is_union_type)
        1    0.000    0.000    0.000    0.000 probe.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        1    0.000    0.000    0.000    0.000 __main__.py:1(<module>)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1583(<genexpr>)
      104    0.000    0.000    0.000    0.000 enum.py:914(<lambda>)
       14    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:522(_is_dunder)
       23    0.000    0.000    0.000    0.000 typing.py:1806(<genexpr>)
      123    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 functools.py:847(_is_valid_dispatch_type)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
